#iin;location;type;issuername;phone
467200;UNITED STATES OF AMERICA;Visa CREDIT;U.S. BANK N.A. ND;
467291;SPAIN;Visa CREDIT;CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA, ARAGON Y RIOJA (IBERCAJA);34-976-767676
467293;TURKEY;Visa CREDIT;TURKIYE GARANTI BANKASI A. S.;
467294;TURKEY;Visa CREDIT;TURKIYE GARANTI BANKASI A. S.;
467295;TURKEY;Visa CREDIT;TURKIYE GARANTI BANKASI A. S.;
467296;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467297;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467298;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467299;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467300;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467301;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467302;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467303;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467304;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467305;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467306;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467307;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467308;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467309;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467310;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467311;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467312;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467313;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467314;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467315;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467316;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467317;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467318;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467319;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467320;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467321;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467322;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467323;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467324;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467325;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467326;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467327;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467328;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467329;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467330;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467331;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467332;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467333;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467334;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467335;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467336;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467337;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467338;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467339;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467340;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467341;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467342;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467343;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467344;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467345;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467346;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467347;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467348;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467349;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467350;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467351;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467352;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467353;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467354;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467355;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467356;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467357;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467358;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467359;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467360;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467361;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467362;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467363;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467364;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467365;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467366;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467367;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467368;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467369;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467370;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467371;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467372;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467373;UNITED STATES OF AMERICA;Visa;BANK ONE, DELAWARE, N.A.;
467374;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467375;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467376;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467377;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467378;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467379;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467380;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467381;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467382;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467383;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467384;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467385;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467386;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467387;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467388;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467389;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467390;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467391;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467392;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467393;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467394;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467395;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467396;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467397;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467398;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467399;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467406;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467407;SWITZERLAND;Visa CREDIT;TOPCARD SERVICE S.A.;
467408;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467442;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467443;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467444;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467445;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467446;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467447;SWITZERLAND;Visa CREDIT;UBS AG (UNION BANK OF SWITZERLAND);
467448;TAIWAN;Visa;ASIA PACIFIC BANK;
467449;TAIWAN;Visa;PAN ASIA BANK;
467453;TAIWAN;Visa DEBIT;TAISHIN INTERNATIONAL BANK;886-2-55898866
467461;AUSTRALIA;Visa;ST. GEORGE BANK LIMITED;
467463;TAIWAN;Visa DEBIT;STANDARD CHARTERED BANK;
467471;NETHERLANDS ANTILLES;Visa;GIRO CURACAO N.V.;
467473;MEXICO;Visa DEBIT;BANCO NACIONAL DE MEXICO, S.A.;
467474;LATVIA;Visa DEBIT;PAREX BANK;
467477;VENEZUELA;Visa;FONDO COMUN C.A., BANCO UNIVERSAL;
467478;VENEZUELA;Visa CREDIT;BANCO OCCIDENTAL DE DESCUENTO S.A.C.A.;
467480;BRAZIL;Visa CREDIT;BANCO DO BRASIL S.A.;
467481;BRAZIL;Visa CREDIT;BANCO DO BRASIL S.A.;
467483;SPAIN;Visa CREDIT;BANCO COOPERATIVO ESPANOL S.A.;34-91-8070100
467484;SPAIN;Visa;VISA ESPANA;
467485;RUSSIAN FEDERATION;Visa DEBIT;PETROVSKIY NARODNY BANK PLC;7-812-3158184
467486;RUSSIAN FEDERATION;Visa DEBIT;PETROVSKIY NARODNY BANK PLC;7-812-3158184
467487;RUSSIAN FEDERATION;Visa DEBIT;PETROVSKIY NARODNY BANK PLC;7-812-3158184
467488;UKRAINE;Visa CREDIT;THE STATE EXPORT-IMPORT BANK OF UKRAINE (UKREXIMBANK);380-44-2478992
467489;SPAIN;Visa CREDIT;CAIXA D'ESTALVIS DE TERRASSA;34-3-7397723
467490;URUGUAY;Visa CREDIT;BNL DE URUGUAY S.A.;598-2-9024109
467492;URUGUAY;Visa DEBIT;BNL DE URUGUAY S.A.;598-2-9024109
467494;SRI LANKA;Visa;HATTON NATIONAL BANK LIMITED;
467495;GERMANY;Visa CREDIT;LANDESBANK BERLIN GIROZENTRALE;49-30-24552408
467496;NORWAY;Visa DEBIT;VISA NORGE A/S;
467499;UNITED STATES OF AMERICA;Visa DEBIT;BRAGG MUTUAL F.C.U.;877-715-2299
467503;UNITED STATES OF AMERICA;Visa CREDIT;MACO EDUCATORS F.C.U.;800-215-6280
467505;UNITED STATES OF AMERICA;Visa CREDIT;IBEW PLUS C.U.;800-215-6280
467507;UNITED STATES OF AMERICA;Visa;EXECUTIVE NATIONAL BANK;800-215-6280
467509;UNITED STATES OF AMERICA;Visa CREDIT;CHASE MANHATTAN BANK USA, N.A.;
467519;UNITED STATES OF AMERICA;Visa CREDIT;GREYLOCK F.C.U.;800-215-6280
467520;UNITED STATES OF AMERICA;Visa CREDIT;GEORGIA DEPARTMENT OF PUBLIC SAFETY C.U.;800-215-6280
467522;UNITED STATES OF AMERICA;Visa CREDIT;NATIONAL BANK OF COMMERCE;919-382-7929
467524;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
467525;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
467526;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
467528;UNITED STATES OF AMERICA;Visa CREDIT;DIRECT MERCHANTS CREDIT CARD BANK, N.A.;800-404-3032
467530;UNITED STATES OF AMERICA;Visa CREDIT;BANK OF AMERICA, N.A. (USA);
467532;BAHAMAS;Visa;FIRST FINANCIAL BANK;
467537;UNITED STATES OF AMERICA;Visa CREDIT;COMMUNITY NATIONAL BANK;800-876-9119
467538;UNITED STATES OF AMERICA;Visa CREDIT;COMMUNITY NATIONAL BANK;800-876-9119
467539;UNITED STATES OF AMERICA;Visa DEBIT;COMMUNITY NATIONAL BANK;800-876-9119
467541;UNITED STATES OF AMERICA;Visa DEBIT;MACHIAS SAVINGS BANK;207-255-3347
467543;UNITED STATES OF AMERICA;Visa DEBIT;NORTHERN NECK STATE BANK;412-552-2549
467544;UNITED STATES OF AMERICA;Visa CREDIT;COMMUNITY BANK AND TRUST;800-215-6280
467545;UNITED STATES OF AMERICA;Visa CREDIT;COMMERCE BANK, N.A.;888-751-9000
467546;UNITED STATES OF AMERICA;Visa CREDIT;COMMERCE BANK, N.A.;888-751-9000
467547;UNITED STATES OF AMERICA;Visa DEBIT;COLONIAL BANK;
467549;UNITED STATES OF AMERICA;Visa CREDIT;MARBLEHEAD SAVINGS BANK;781-246-5331
467550;UNITED STATES OF AMERICA;Visa;FIRST TENNESSEE BANK N.A. MEMPHIS;
467554;UNITED STATES OF AMERICA;Visa;BANK OF AMERICA, N.A. (USA);
467556;UNITED STATES OF AMERICA;Visa;ZIONS FIRST NATIONAL BANK;
467557;UNITED STATES OF AMERICA;Visa;DM F.C.U.;
467560;UNITED STATES OF AMERICA;Visa;UNIVERSAL 1 C.U., INC;
467570;UNITED STATES OF AMERICA;Visa;WASHINGTON STATE BANK;
467571;UNITED STATES OF AMERICA;Visa;BANK OF WHITMAN;
467572;UNITED STATES OF AMERICA;Visa;THE CITY NATIONAL BANK OF TAYLOR;
467573;UNITED STATES OF AMERICA;Visa;BANK OF MARIN;
467575;UNITED STATES OF AMERICA;Visa;NORTHERN TRUST BANK OF FLORIDA, N.A.;
467576;UNITED STATES OF AMERICA;Visa;WACHOVIA BANK N.A.;
467577;UNITED STATES OF AMERICA;Visa;U.S. BANK N.A.;
467580;UNITED STATES OF AMERICA;Visa;FIRST NATIONAL BANK OF FLORIDA;
467581;UNITED STATES OF AMERICA;Visa;ALLFIRST BANK;
467584;UNITED STATES OF AMERICA;Visa;66 F.C.U.;
467585;UNITED STATES OF AMERICA;Visa;MANUFACTURERS AND TRADERS TRUST COMPANY;
467586;UNITED STATES OF AMERICA;Visa;BANK OF HAWAII;
467587;UNITED STATES OF AMERICA;Visa;NATIONAL CITY BANK;
467588;UNITED STATES OF AMERICA;Visa;FAIRWINDS C.U.;
467589;UNITED STATES OF AMERICA;Visa;NEVADA STATE BANK;
467590;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK NEVADA, N.A.;
467591;UNITED STATES OF AMERICA;Visa;WACHOVIA BANK N.A.;
467594;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK ALASKA, N.A.;
467595;UNITED STATES OF AMERICA;Visa;FLEET NATIONAL BANK;
467596;UNITED STATES OF AMERICA;Visa;MERRILL LYNCH BANK USA;800-637-7455
467600;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467601;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467602;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, NATIONAL ASSOCIATION;
467603;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467604;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467605;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467606;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467607;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467608;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, NATIONAL ASSOCIATION;
467609;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467610;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467611;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467612;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467613;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467614;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467616;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467617;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467618;UNITED STATES OF AMERICA;Visa;WELLS FARGO BANK, N.A.;
467619;UNITED STATES OF AMERICA;Visa DEBIT;WELLS FARGO BANK, N.A.;
467621;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467622;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467623;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467624;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467625;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467628;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467635;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467636;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467637;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467638;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467639;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467640;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467641;BERMUDA;Visa;THE BANK OF N.T. BUTTERFIELD AND SON, LTD.;
467644;UNITED STATES OF AMERICA;Visa DEBIT;THE TOWNE CENTER BANK;608-240-7769
467649;UNITED STATES OF AMERICA;Visa;SERVICES C.U.;
467800;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467801;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467802;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467803;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467804;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467805;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467806;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467807;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467808;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467809;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467810;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467811;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467812;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467813;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467814;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467815;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467816;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467817;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467818;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467819;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467820;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467821;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467822;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467823;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467824;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467825;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467826;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467827;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467828;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467829;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467830;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467831;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467832;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467833;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467834;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467835;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467836;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467837;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467838;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467839;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467840;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467841;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467842;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467843;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467844;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467845;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467846;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467847;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467848;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467849;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467850;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467851;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467852;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467853;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467854;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467855;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467856;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467857;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467858;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467859;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467860;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467861;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467862;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467863;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467864;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467865;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467866;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467867;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467868;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467869;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467870;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467871;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467872;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467873;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467874;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467875;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467876;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467877;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467878;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467879;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467880;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
467881;UNITED STATES OF AMERICA;Visa CREDIT;BANK ONE, DELAWARE, N.A.;
